Category,Subcategory,Food_Number,Food_Item,Country,Year,GI_SEM,GL,Subjects,Avail_Carb_g,Test_Portion_g,Ref_Food_Time,Timepoints,Sample_Collection,Analysis_Method,Ref,GI_Value,GI_SEM_Value
FRUIT AND FRUIT PRODUCTS,Blueberries,1095.0,"Jackfruit365 Green Jackfruit, prepared as a porridge with water",India,2016,65±5,10.0,"Normal, 10",25.0,59.2,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,65.0,5.0
FRUIT AND FRUIT PRODUCTS,Cranberries,1096.0,"Cranberries, sweetened, dried (Ocean Spray, USA)",USA,2011,62±6,9.0,"Normal, 10",50.0,65.1,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,62.0,6.0
FRUIT AND FRUIT PRODUCTS,Cherries,1097.0,"Cherries, sour, pitted, canned (Always Fresh brand, Australia)",Australia,2007,41±5,6.0,"Normal, 10",25.0,142.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,41.0,5.0
FRUIT AND FRUIT PRODUCTS,Custard apple,1098.0,"Custard apple, raw, flesh only",Australia,2000,54±2,8.0,"Normal, 12",50.0,316.5,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,74,54.0,2.0
FRUIT AND FRUIT PRODUCTS,Dates,1099.0,"Dates, Bo ma'an variety (Al Saad date factory, Al Ain, UAE)",UAE,2011*,46±7,7.0,"Normal, 13",50.0,72.7,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,89,46.0,7.0
FRUIT AND FRUIT PRODUCTS,Dates,1100.0,"Dates, Dabbas variety (Al Saad date factory, Al Ain, UAE)",UAE,2011*,49±7,7.0,"Normal, 13",50.0,76.2,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,89,49.0,7.0
FRUIT AND FRUIT PRODUCTS,Dates,1101.0,"Dates, Deglet noir variety",Algeria,2016*,52±3,8.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,90,52.0,3.0
FRUIT AND FRUIT PRODUCTS,Dates,1102.0,"Dates, Fara'd variety (Al Saad date factory, Al Ain, UAE)",UAE,2011*,54±6,8.0,"Normal, 13",50.0,72.5,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,89,54.0,6.0
FRUIT AND FRUIT PRODUCTS,Dates,1103.0,"Dates, H'mira variety",Algeria,2016*,48±2,7.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,90,48.0,2.0
FRUIT AND FRUIT PRODUCTS,Dates,1104.0,"Dates, Khalas (Rutab, soft early ripened) variety",UAE,2002,47±5,7.0,"Normal, 11",50.0,101.8,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,91,47.0,5.0
FRUIT AND FRUIT PRODUCTS,Dates,1105.0,"Dates, Khalas variety (Al Saad date factory, Al Ain, UAE)",UAE,2011*,55±8,8.0,"Normal, 13",50.0,72.6,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,89,55.0,8.0
FRUIT AND FRUIT PRODUCTS,Dates,1106.0,"Dates, Khalas (Phoenix dactylifera L.)",Saudi Arabia,2013*,55±6,8.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Capillary, plasma",YSI,92,55.0,6.0
FRUIT AND FRUIT PRODUCTS,Dates,1107.0,"Dates, Lulu variety (Al Saad date factory, Al Ain, UAE)",UAE,2011*,54±9,8.0,"Normal, 13",50.0,73.6,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,89,54.0,9.0
FRUIT AND FRUIT PRODUCTS,Dates,1108.0,"Dates, NS",Canada,2018*,68±6,10.0,"Normal, 10",50.0,77.8,"Bread, 2h",Standard,"Capillary, whole blood",YSI,87,68.0,6.0
FRUIT AND FRUIT PRODUCTS,Dates,1109.0,"Dates, Tinissine variety",Algeria,2016*,44±2,7.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,90,44.0,2.0
FRUIT AND FRUIT PRODUCTS,Dates,,"Dates, mean of 11 foods",,,52,,,,,,,,,,52.0,
FRUIT AND FRUIT PRODUCTS,"Dates, dried",1110.0,"Dates, Ajwah cultivar, Tamer stage",Saudi Arabia,2016*,60±6,9.0,"Normal, 10",50.0,70.1,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,93,60.0,6.0
FRUIT AND FRUIT PRODUCTS,"Dates, dried",1111.0,"Dates, Khalas (Tamer, sun dried stored in traditional Bedu manner) variety",UAE,2002,45±8,7.0,"Normal, 11",50.0,66.8,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,91,45.0,8.0
FRUIT AND FRUIT PRODUCTS,"Dates, dried",1112.0,"Dates, Khalas variety, dried and vacuum packed",UAE,2002,36±3,5.0,"Normal, 11",50.0,66.7,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,91,36.0,3.0
FRUIT AND FRUIT PRODUCTS,"Dates, dried",1113.0,"Dates, Khudri cultivar, Tamer stage",Saudi Arabia,2016*,62±7,9.0,"Normal, 10",50.0,67.1,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,93,62.0,7.0
FRUIT AND FRUIT PRODUCTS,"Dates, dried",1114.0,"Dates, Maktoomi cultivar, Tamer stage",Saudi Arabia,2016*,71±11,11.0,"Normal, 10",50.0,68.5,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,93,71.0,11.0
FRUIT AND FRUIT PRODUCTS,"Dates, dried",1115.0,"Dates, Medjool cultivar, Tamer stage",Saudi Arabia,2016*,55±7,8.0,"Normal, 10",50.0,70.5,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,93,55.0,7.0
FRUIT AND FRUIT PRODUCTS,"Dates, dried",1116.0,"Dates, Nabtat-ali cultivar, Tamer stage",Saudi Arabia,2016*,60±7,9.0,"Normal, 10",50.0,69.3,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,93,60.0,7.0
FRUIT AND FRUIT PRODUCTS,"Dates, dried",1117.0,"Dates, Nabtat-seyf cultivar, Tamer stage",Saudi Arabia,2016*,54±10,8.0,"Normal, 9",50.0,67.0,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,93,54.0,10.0
FRUIT AND FRUIT PRODUCTS,"Dates, dried",1118.0,"Dates, Osilah cultivar, Tamer stage",Saudi Arabia,2016*,57±12,9.0,"Normal, 9",50.0,82.5,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,93,57.0,12.0
FRUIT AND FRUIT PRODUCTS,"Dates, dried",1119.0,"Dates, Rashodia cultivar, Tamer stage",Saudi Arabia,2016*,51±7,8.0,"Normal, 10",50.0,67.3,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,93,51.0,7.0
FRUIT AND FRUIT PRODUCTS,"Dates, dried",1120.0,"Dates, Ruthana cultivar, Tamer stage",Saudi Arabia,2016*,53±4,8.0,"Normal, 10",50.0,73.4,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,93,53.0,4.0
FRUIT AND FRUIT PRODUCTS,"Dates, dried",1121.0,"Dates, Sag'ai cultivar, Tamer stage",Saudi Arabia,2016*,45±6,7.0,"Normal, 9",50.0,72.7,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,93,45.0,6.0
FRUIT AND FRUIT PRODUCTS,"Dates, dried",1122.0,"Dates, Sayer, dried, Trident™ brand",Australia,2014,56±3,8.0,"Normal, 10",50.0,63.7,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,56.0,3.0
FRUIT AND FRUIT PRODUCTS,"Dates, dried",1123.0,"Dates, Sellaj cultivar, Tamer stage",Saudi Arabia,2016*,75±10,11.0,"Normal, 9",50.0,69.0,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,93,75.0,10.0
FRUIT AND FRUIT PRODUCTS,"Dates, dried",1124.0,"Dates, Shaqra cultivar, Tamer stage",Saudi Arabia,2016*,43±6,6.0,"Normal, 10",50.0,66.9,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,93,43.0,6.0
FRUIT AND FRUIT PRODUCTS,"Dates, dried",1125.0,"Dates, Shishi cultivar, Tamer stage",Saudi Arabia,2016*,50±7,8.0,"Normal, 10",50.0,71.8,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,93,50.0,7.0
FRUIT AND FRUIT PRODUCTS,"Dates, dried",1126.0,"Dates, Sukkary cultivar, Tamer stage",Saudi Arabia,2016*,43±5,6.0,"Normal, 10",50.0,77.6,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,93,43.0,5.0
FRUIT AND FRUIT PRODUCTS,"Dates, dried",1127.0,"Dates, Um-Kabar cultivar, Tamer stage",Saudi Arabia,2016*,59±7,9.0,"Normal, 10",50.0,69.1,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,93,59.0,7.0
FRUIT AND FRUIT PRODUCTS,"Dates, dried",1128.0,"Dates, Wannanah cultivar, Tamer stage",Saudi Arabia,2016*,51±7,8.0,"Normal, 10",50.0,67.5,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,93,51.0,7.0
FRUIT AND FRUIT PRODUCTS,"Dates, dried",,"Dates, dried, mean of 19 foods",,,54,,,,,,,,,,54.0,
FRUIT AND FRUIT PRODUCTS,"Figs, dried",1129.0,"Figs, dried, no added, sugar, organic, Turkish (Woolworths Macro brand, Australia)",Turkey,2018,54±6,8.0,"Normal, 10",50.0,91.7,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,54.0,6.0
FRUIT AND FRUIT PRODUCTS,"Figs, dried",1130.0,"Figs, dried, tenderized, Dessert Maid brand (Ernest Hall & Sons, Sydney, Australia)",Australia,2002,61±6,9.0,"Normal, 10",50.0,115.4,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,61.0,6.0
FRUIT AND FRUIT PRODUCTS,Guava,1131.0,"Guava, raw, cut into bite size pieces",Singapore,2017*,29±4,4.0,"Normal, 19",25.0,280.0,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,94,29.0,4.0
FRUIT AND FRUIT PRODUCTS,Guava,1132.0,"Guava, raw, puree",Singapore,2017*,47±4,7.0,"Normal, 19",25.0,280.0,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,94,47.0,4.0
FRUIT AND FRUIT PRODUCTS,Grapes,1133.0,"Grapes, Crimson seedless",Australia,2008,50±3,8.0,"Normal, 10",50.0,279.3,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,50.0,3.0
FRUIT AND FRUIT PRODUCTS,Grapes,1134.0,"Grapes, green, Menidee, seedless",Australia,2008,54±4,8.0,"Normal, 10",50.0,333.3,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,54.0,4.0
FRUIT AND FRUIT PRODUCTS,Grapes,1135.0,"Grapes, black, Waltham Cross",Australia,2001,59±5,9.0,"Normal, 11",50.0,330.7,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,59.0,5.0
FRUIT AND FRUIT PRODUCTS,Grapefruit,1136.0,"Grapefruit, ruby red segments, canned in juice (Woolworths Select, Australia)",Australia,2008,47±5,7.0,"Normal, 10",50.0,294.1,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,47.0,5.0
FRUIT AND FRUIT PRODUCTS,Jujubes,1137.0,"Jujubes, dried (Ziziphus jujubu Mill.)",China,2018*,55±6,8.0,"Normal, 11",50.0,84.0,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,86,55.0,6.0
FRUIT AND FRUIT PRODUCTS,Lychee,1138.0,"Lychee, fresh",Australia,2009,57±3,9.0,"Normal, 9",50.0,308.6,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,57.0,3.0
FRUIT AND FRUIT PRODUCTS,Lychee,1139.0,"Lychee, canned in syrup and drained, Narcissus brand",China,2000,79±8,12.0,"Normal, 12",50.0,292.4,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,74,79.0,8.0
FRUIT AND FRUIT PRODUCTS,Mandarins,1140.0,Mandarin orange (Citrus reticulata)19,Italy,2004,52±8,8.0,"Normal, ≥9",25.0,142.0,"Glucose, 2h",Standard,"Capillary, whole blood",YSI,UO14,52.0,8.0
FRUIT AND FRUIT PRODUCTS,Mandarins,1141.0,"Mandarin segments, canned in juice (Woolworths Select, Australia)",Australia,2008,47±2,7.0,"Normal, 10",50.0,500.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,47.0,2.0
FRUIT AND FRUIT PRODUCTS,Mango,1142.0,"Mango, raw (Chin-Hwang Mango)",Taiwan,2010*,48±0.3,7.0,"Normal, 10",50.0,,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,19,48.0,0.0
FRUIT AND FRUIT PRODUCTS,Mango,1143.0,"Mango, low-fat frozen fruit dessert, Frutia™ (Weis Frozen Foods, Toowong, Australia)",Australia,2000,42±3,6.0,"Normal, 10",50.0,217.4,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,42.0,3.0
FRUIT AND FRUIT PRODUCTS,Melon,1144.0,Melon (Cucumis melon)19,Italy,2004,60±9,9.0,"Normal, ≥9",25.0,338.0,"Glucose, 2h",Standard,"Capillary, whole blood",YSI,UO14,60.0,9.0
FRUIT AND FRUIT PRODUCTS,Melon,1145.0,"Watermelon, raw (Citrullus vulgaris-red variety)",Malaysia,2008*,55±3,8.0,"Normal, 10",50.0,893.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,95,55.0,3.0
FRUIT AND FRUIT PRODUCTS,Melon,1146.0,"Watermelon (Citrullus lanatus), raw, red-fleshed, seeded",Malaysia,2017*,48±1,7.0,"Normal, 14",25.0,236.0,"Glucose, 2h",Standard,"Capillary, plasma",YSI,96,48.0,1.0
FRUIT AND FRUIT PRODUCTS,Melon,1147.0,"Watermelon (Citrullus lanatus), raw, red-fleshed, seedless",Malaysia,2017*,51±2,8.0,"Normal, 14",25.0,239.0,"Glucose, 2h",Standard,"Capillary, plasma",YSI,96,51.0,2.0
FRUIT AND FRUIT PRODUCTS,Melon,1148.0,"Watermelon (Citrullus lanatus), raw, yellow-fleshed, seedless",Malaysia,2017*,47±2,7.0,"Normal, 14",25.0,233.0,"Glucose, 2h",Standard,"Capillary, plasma",YSI,96,47.0,2.0
FRUIT AND FRUIT PRODUCTS,Melon,,"Watermelon, mean of four foods",,,50,,,,,,,,,,50.0,
FRUIT AND FRUIT PRODUCTS,Nectarines,1149.0,"Nectarines, raw",Australia,2006,43±6,6.0,"Normal, 10",25.0,324.7,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,43.0,6.0
FRUIT AND FRUIT PRODUCTS,Orange,1150.0,"Oranges, navel",Australia,2020,45±5,7.0,"Normal, 10",50.0,406.5,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,45.0,5.0
FRUIT AND FRUIT PRODUCTS,Orange,1151.0,"Orange & Grapefruit segments, canned in juice (Woolworths Select, Australia)",Australia,2008,53±4,8.0,"Normal, 10",50.0,312.5,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,53.0,4.0
FRUIT AND FRUIT PRODUCTS,Passionfruit,1152.0,"Passionfruit pulp, canned, 55% passionfruit pulp with added sugar",Australia,2016,46±5,7.0,"Normal, 10",25.0,95.8,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,46.0,5.0
FRUIT AND FRUIT PRODUCTS,"Paw paw/papaya, raw",1153.0,"Papaya/paw paw, raw, cut into bite size pieces",Singapore,2017*,38±2,6.0,"Normal, 19",25.0,274.0,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,94,38.0,2.0
FRUIT AND FRUIT PRODUCTS,"Paw paw/papaya, raw",1154.0,"Papaya/paw paw, raw, puree",Singapore,2017*,42±5,6.0,"Normal, 19",25.0,274.0,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,94,42.0,5.0
FRUIT AND FRUIT PRODUCTS,"Peaches, raw or canned",1155.0,Peach (Prunus persica)19,Italy,2004,76±9,11.0,"Normal, ≥9",25.0,410.0,"Glucose, 2h",Standard,"Capillary, whole blood",YSI,UO14,76.0,9.0
FRUIT AND FRUIT PRODUCTS,"Peaches, raw or canned",1156.0,"Peach, canned in natural juice (SPC Ardmona Ltd, Shepparton, VIC, Australia)",Australia,2007,46±4,7.0,"Normal, 9",50.0,438.6,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,46.0,4.0
FRUIT AND FRUIT PRODUCTS,"Peaches, raw or canned",1157.0,"Peach, canned in heavy syrup (Homebrand, Yennora, NSW, Australia)",Australia,2007,64±3,10.0,"Normal, 9",50.0,314.5,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,64.0,3.0
FRUIT AND FRUIT PRODUCTS,"Peaches, raw or canned",1158.0,"Peach & Grapes, canned in natural fruit juice (Woolworths Select, Australia)",Australia,2008,46±5,7.0,"Normal, 10",50.0,490.2,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,46.0,5.0
FRUIT AND FRUIT PRODUCTS,"Peaches, raw or canned",1159.0,"Peach & Pineapple, canned in natural fruit juice (Woolworths Select, Australia)",Australia,2008,45±4,7.0,"Normal, 10",50.0,454.5,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,45.0,4.0
FRUIT AND FRUIT PRODUCTS,Pears,1160.0,"Pear, Williams, raw, under ripe/crunchy",Australia,2015,24±3,4.0,"Normal, 10",25.0,260.4,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,24.0,3.0
FRUIT AND FRUIT PRODUCTS,Pears,1161.0,"Pear, Williams, raw, ripe/soft",Australia,2015,33±4,5.0,"Normal, 10",25.0,260.4,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,33.0,4.0
FRUIT AND FRUIT PRODUCTS,Pears,1162.0,"Pear slices, canned in natural juice (SPC Ltd, Australia)",Australia,2015,31±2,5.0,"Normal, 10",50.0,181.3,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,31.0,2.0
FRUIT AND FRUIT PRODUCTS,Persimmon,1163.0,Persimmon (Diospyros kaki)19,Italy,2004,61±8,9.0,"Normal, ≥9",25.0,156.0,"Glucose, 2h",Standard,"Capillary, whole blood",YSI,UO14,61.0,8.0
FRUIT AND FRUIT PRODUCTS,Pineapple,1164.0,"Pineapple, raw (Ananas comosa)",Malaysia,2008*,82±4,12.0,"Normal, 9",50.0,543.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,95,82.0,4.0
FRUIT AND FRUIT PRODUCTS,Pineapple,1165.0,"Pineapple pieces, canned in fruit juice (Woolworths Select, Australia)",Australia,2008,43±4,6.0,"Normal, 10",50.0,312.5,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,43.0,4.0
FRUIT AND FRUIT PRODUCTS,Pineapple,1166.0,"Pineapple pieces, canned in natural fruit juice (Woolworths Select, Australia)",Australia,2007,55±5,8.0,"Normal, 10",50.0,384.6,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,55.0,5.0
FRUIT AND FRUIT PRODUCTS,Pineapple,1167.0,"Pineapple & Papaya pieces, canned in natural juice (Woolworths Select, Australia)",Australia,2008,53±7,8.0,"Normal, 10",50.0,424.5,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,53.0,7.0
FRUIT AND FRUIT PRODUCTS,Prunes,1168.0,"Prunes, pitted (Sunsweet Growers Inc., Yuba City, USA)",USA,2000,29±4,4.0,"Normal, 10",50.0,68.2,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,29.0,4.0
FRUIT AND FRUIT PRODUCTS,Prunes,1169.0,"Prunes, pitted, Californian (Sunsweet Growers Inc., Yuba City, USA)",USA,2009,40±6,6.0,"Normal, 10",50.0,90.9,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,40.0,6.0
FRUIT AND FRUIT PRODUCTS,Raisins,1170.0,"Raisins (Sun Maid, USA)",USA,2013,49±4,7.0,"Normal, 10",50.0,69.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,97,49.0,4.0
FRUIT AND FRUIT PRODUCTS,Raisins,1171.0,Raisins,Canada,2018*,55±5,8.0,"Normal, 10",50.0,64.8,"Bread, 2h",Standard,"Capillary, whole blood",YSI,87,55.0,5.0
FRUIT AND FRUIT PRODUCTS,Raisins,1172.0,Raisins (Vitis vinifera Linn.),China,2018*,56±5,8.0,"Normal, 11",50.0,75.2,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,86,56.0,5.0
FRUIT AND FRUIT PRODUCTS,Raisins,1173.0,Raisins,USA,2009,61±4,9.0,"Normal, 10",50.0,79.9,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,61.0,4.0
FRUIT AND FRUIT PRODUCTS,Raisins,,"Raisins, mean of four studies",,,55,,,,,,,,,,55.0,
FRUIT AND FRUIT PRODUCTS,Strawberries,1174.0,"Strawberries, fresh, raw",Australia,2001,40±7,6.0,"Normal, 10",25.0,925.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,40.0,7.0
FRUIT AND FRUIT PRODUCTS,Sultanas,1175.0,"Sultanas (Value, UK)",UK,2005,56±6,8.0,"Normal, 10",50.0,72.0,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,26,56.0,6.0
FRUIT AND FRUIT PRODUCTS,Sultanas,1176.0,Sultanas,Canada,2018*,51±4,8.0,"Normal, 10",50.0,67.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,87,51.0,4.0
FRUIT AND FRUIT PRODUCTS,Other fruit products,1177.0,"Fruit Salad canned in fruit juice, containing peach, pear, apricot, pineapple and cherries (Langeberg and Ashton Foods Pty Ltd, South Africa)",South Africa,2007,54±3,8.0,"Normal, 10",50.0,526.3,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,54.0,3.0
FRUIT AND FRUIT PRODUCTS,Other fruit products,1178.0,"Mixed fruit, dried (Value, UK)",UK,2005,60±7,9.0,"Normal, 10",50.0,73.6,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,26,60.0,7.0
FRUIT AND FRUIT PRODUCTS,Other fruit products,1179.0,"Frozen fruit dessert, Vitari, wild berry, non-dairy (Nestlé, Australia)",Australia,2000,59±8,9.0,"Normal, 10",50.0,238.1,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,59.0,8.0
FRUIT AND FRUIT PRODUCTS,Apple juice,1180.0,"Apple juice, unsweetened, reconstituted (Berrivale Orchards Ltd, Berri, Australia)",Australia,1998,39±5,8.0,"Normal, 10",50.0,,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,39.0,5.0
FRUIT AND FRUIT PRODUCTS,Apple juice,1181.0,"Apple juice, Granny Smith, unsweetened",Australia,2003,44±3,9.0,"Normal, 10",50.0,442.5,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,44.0,3.0
FRUIT AND FRUIT PRODUCTS,Apple juice,1182.0,"Apple juice, green apple (100%) (Pfanner, Italy)",Italy,2011,67±7,13.0,"Normal, 9",50.0,446.0,"Glucose, 2h",Standard,"Capillary, whole blood",YSI,3,67.0,7.0
FRUIT AND FRUIT PRODUCTS,Apple juice,1183.0,"Apple juice, pure, clear, unsweetened (The Wild About Fruit Company, Wandin, VIC, Australia)",Australia,2001,44±2,9.0,"Normal, 10",50.0,438.6,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,44.0,2.0
FRUIT AND FRUIT PRODUCTS,Apple juice,1184.0,"Apple juice, pure, cloudy, unsweetened (The Wild About Fruit Company, Australia)",Australia,2001,37±3,7.0,"Normal, 10",50.0,476.2,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,37.0,3.0
FRUIT AND FRUIT PRODUCTS,Apple juice,,"Apple juice, mean of five foods",,,46,,,,,,,,,,46.0,
FRUIT AND FRUIT PRODUCTS,Apple juice,1185.0,"Apple and blackcurrant juice, no added sugar (Berri Ltd, Australia)",Australia,2003,45±4,9.0,"Normal, 10",50.0,500.0,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,45.0,4.0
FRUIT AND FRUIT PRODUCTS,Apple juice,1186.0,"Apple and cherry juice, pure, unsweetened (The Wild About Fruit Company, Australia)",Australia,2001,43±3,9.0,"Normal, 10",50.0,378.8,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,43.0,3.0
FRUIT AND FRUIT PRODUCTS,Apple juice,1187.0,"Apple and mandarin juice, pure, unsweetened (The Wild About Fruit Company, Australia)",Australia,2002,47±5,9.0,"Normal, 10",50.0,454.5,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,47.0,5.0
FRUIT AND FRUIT PRODUCTS,Apple juice,1188.0,"Apple and mango juice, pure, unsweetened (The Wild About Fruit Company, Australia)",Australia,2004,47±5,9.0,"Normal, 10",50.0,384.6,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,47.0,5.0
FRUIT AND FRUIT PRODUCTS,Apple juice,1189.0,"Apple, pineapple and passionfruit juice, unsweetened (The Wild About Fruit Company, Australia)",Australia,2004,48±5,10.0,"Normal, 10",50.0,390.6,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,48.0,5.0
FRUIT AND FRUIT PRODUCTS,Carrot juice,1190.0,"Carrot juice, freshly made",Australia,2002,43±3,4.0,"Normal, 9",25.0,342.5,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,43.0,3.0
FRUIT AND FRUIT PRODUCTS,Cranberry juice,1191.0,"Cranberry juice cocktail (Ocean Spray, Melbourne, Australia)",Australia,2000,52±3,10.0,"Normal, 10",50.0,403.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,52.0,3.0
FRUIT AND FRUIT PRODUCTS,Cranberry juice,1192.0,"Cranberry juice cocktail (Ocean Spray Inc., Lakeville- Middleboro, MA, USA)",USA,2000,68±3,14.0,"Normal, 10",50.0,357.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,68.0,3.0
FRUIT AND FRUIT PRODUCTS,Cranberry juice,1193.0,"Cranberry juice drink, Ocean Spray® (Gerber Ltd., Bridgewater, Somerset, UK)",UK,2000,56±4,11.0,"Normal, 10",50.0,431.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,56.0,4.0
FRUIT AND FRUIT PRODUCTS,Cranberry juice,,"Cranberry juice, mean of three studies",,,59,,,,,,,,,,59.0,
FRUIT AND FRUIT PRODUCTS,Grape juice,1194.0,"Grape juice, 100%, Daily C (Weichuan Shanghai, China)",China,2019,63±5,13.0,"Normal, 10",50.0,365.9,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO18,63.0,5.0
FRUIT AND FRUIT PRODUCTS,Grape juice,1195.0,"Grape Nectar (Chateau Barossa, Lyndoch, SA, Australia)",Australia,2003,52±5,10.0,"Normal, 9",50.0,63.9,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,52.0,5.0
FRUIT AND FRUIT PRODUCTS,Orange juice,1196.0,Orange juice,New Zealand,2019,41±3,8.0,"Normal, 10",50.0,563.6,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,41.0,3.0
